age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
31,student,single,unknown,no,640,no,no,cellular,3,92,1,-1,0,unknown,no
55,blue-collar,single,primary,no,1187,yes,no,cellular,17,113,1,319,2,failure,no
35,services,married,secondary,no,5029,yes,yes,unknown,2,369,2,-1,0,unknown,no
32,admin.,single,secondary,no,6981,yes,no,cellular,2,154,1,194,3,failure,no
46,management,married,tertiary,no,273,yes,no,cellular,10,583,6,53,6,success,yes
37,management,married,secondary,no,2442,no,no,cellular,4,97,1,-1,0,unknown,no
58,management,married,tertiary,no,211,no,no,unknown,7,103,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,406,1,317,1,failure,no
47,management,married,tertiary,no,-1379,yes,no,unknown,27,114,3,-1,0,unknown,no
40,blue-collar,married,primary,no,309,yes,no,cellular,14,221,2,-1,0,unknown,no
44,technician,single,secondary,no,244,yes,no,cellular,12,1735,4,-1,0,unknown,yes
28,technician,single,tertiary,no,172,yes,yes,cellular,2,194,2,-1,0,unknown,no
46,technician,married,secondary,no,6993,yes,no,cellular,17,326,3,148,1,success,no
20,services,single,secondary,no,-103,yes,no,unknown,13,180,1,-1,0,unknown,no
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,355,1,342,3,success,yes
57,admin.,married,secondary,no,407,yes,yes,cellular,15,166,3,-1,0,unknown,no
44,admin.,married,secondary,yes,-204,yes,no,cellular,8,105,1,347,2,failure,no
40,admin.,single,secondary,no,419,no,yes,cellular,28,100,16,-1,0,unknown,no
54,management,divorced,tertiary,no,496,no,no,cellular,13,452,3,-1,0,unknown,yes
48,management,divorced,secondary,no,122,yes,no,telephone,7,325,1,-1,0,unknown,no
42,services,married,secondary,no,774,no,no,cellular,28,997,1,-1,0,unknown,yes
51,technician,married,secondary,no,564,no,yes,cellular,8,187,2,-1,0,unknown,no
55,management,married,tertiary,no,5804,no,no,unknown,24,56,3,-1,0,unknown,no
50,blue-collar,married,primary,no,89,yes,no,unknown,9,210,3,-1,0,unknown,no
44,admin.,divorced,secondary,no,161,yes,no,unknown,7,89,2,-1,0,unknown,no
48,admin.,married,secondary,no,113,yes,yes,cellular,9,532,1,-1,0,unknown,no
40,management,married,tertiary,no,0,no,no,cellular,14,1410,3,-1,0,unknown,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,429,1,201,1,failure,no
33,admin.,single,secondary,no,4713,no,no,cellular,5,110,2,-1,0,unknown,no
32,admin.,married,tertiary,no,57,no,no,cellular,9,530,2,-1,0,unknown,no
32,management,divorced,tertiary,no,387,no,no,cellular,26,99,4,-1,0,unknown,no
47,management,married,tertiary,no,2919,yes,no,cellular,17,153,1,-1,0,unknown,no
44,technician,single,secondary,no,-34,no,yes,cellular,27,14,13,-1,0,unknown,no
48,self-employed,married,secondary,no,1559,no,no,cellular,4,130,2,-1,0,unknown,no
29,admin.,single,secondary,no,596,yes,no,cellular,18,172,2,346,6,failure,no
41,technician,married,secondary,no,0,yes,no,telephone,4,43,1,-1,0,unknown,no
32,management,single,tertiary,no,1010,yes,no,cellular,16,924,1,-1,0,unknown,no
48,self-employed,married,tertiary,no,929,no,no,cellular,29,223,1,-1,0,unknown,no
31,management,single,tertiary,no,6413,no,no,cellular,13,517,2,-1,0,unknown,no
60,admin.,married,secondary,no,106,no,no,cellular,24,137,1,187,4,success,yes
36,entrepreneur,single,secondary,no,296,no,no,cellular,18,67,2,111,2,failure,no
31,technician,single,secondary,no,0,no,no,cellular,29,157,2,-1,0,unknown,no
59,technician,married,secondary,no,10925,no,no,cellular,21,100,1,-1,0,unknown,yes
31,blue-collar,single,secondary,no,726,no,no,cellular,7,719,2,-1,0,unknown,yes
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,61,1,-1,0,unknown,no
40,unemployed,single,tertiary,no,7968,no,no,cellular,2,596,1,-1,0,unknown,yes
26,unemployed,single,secondary,no,340,no,no,cellular,28,128,1,-1,0,unknown,no
36,management,married,tertiary,no,1,yes,yes,cellular,13,84,2,-1,0,unknown,no
30,management,married,tertiary,no,160,yes,no,cellular,30,83,4,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,2069,yes,no,cellular,15,358,7,-1,0,unknown,no
50,housemaid,married,tertiary,no,5260,yes,no,cellular,24,51,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,-457,yes,no,cellular,6,270,4,366,2,failure,no
44,unemployed,married,secondary,no,0,yes,no,cellular,2,699,1,272,1,failure,yes
45,technician,married,secondary,no,0,yes,yes,unknown,14,246,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,243,no,no,cellular,27,167,10,-1,0,unknown,no
32,services,single,secondary,no,85,yes,no,unknown,9,834,9,-1,0,unknown,no
43,blue-collar,single,primary,no,181,yes,no,cellular,7,174,1,343,2,failure,no
41,technician,single,tertiary,no,1646,yes,no,cellular,4,261,1,184,6,success,yes
57,technician,married,tertiary,no,4043,yes,no,cellular,7,122,4,-1,0,unknown,no
41,admin.,married,secondary,no,1010,yes,no,cellular,17,47,1,338,1,failure,no
43,technician,divorced,tertiary,no,101,no,no,cellular,19,173,3,-1,0,unknown,no
49,self-employed,single,secondary,no,766,yes,no,cellular,7,150,4,-1,0,unknown,no
62,housemaid,married,tertiary,no,1528,no,no,cellular,15,134,2,184,1,success,yes
31,management,single,tertiary,no,0,no,no,cellular,28,38,16,-1,0,unknown,no
30,management,single,tertiary,no,4896,no,no,cellular,19,132,1,-1,0,unknown,no
44,management,married,tertiary,no,1791,no,no,cellular,11,71,1,190,1,success,yes
32,technician,married,secondary,no,484,yes,no,cellular,12,668,2,463,1,success,yes
39,blue-collar,married,primary,no,800,yes,no,cellular,19,76,6,-1,0,unknown,no
39,unemployed,single,secondary,no,-114,yes,no,cellular,3,372,1,-1,0,unknown,yes
46,technician,divorced,secondary,no,117,no,no,cellular,29,94,2,-1,0,unknown,no
54,technician,divorced,secondary,no,221,no,no,cellular,11,413,2,-1,0,unknown,no
25,admin.,single,secondary,no,1,yes,yes,unknown,12,24,12,-1,0,unknown,no
33,technician,married,secondary,no,183,no,no,cellular,16,457,2,182,3,other,yes
51,blue-collar,married,primary,no,3170,yes,no,unknown,29,51,1,-1,0,unknown,no
25,student,single,secondary,no,963,yes,no,cellular,17,28,1,-1,0,unknown,no
37,admin.,married,tertiary,no,3913,yes,no,cellular,16,57,2,80,1,success,no
26,technician,single,secondary,no,2087,no,no,unknown,8,151,1,-1,0,unknown,no
56,housemaid,single,primary,no,1,no,no,unknown,11,83,2,-1,0,unknown,no
36,unemployed,married,tertiary,no,7222,yes,no,cellular,3,86,1,-1,0,unknown,no
26,services,single,secondary,no,186,yes,no,unknown,21,72,3,-1,0,unknown,no
30,blue-collar,married,primary,no,2,yes,yes,cellular,13,7,6,-1,0,unknown,no
43,management,married,tertiary,no,21510,no,no,cellular,8,248,2,-1,0,unknown,no
56,retired,married,secondary,no,289,no,no,cellular,10,226,1,-1,0,unknown,no
56,retired,married,secondary,no,728,no,no,cellular,31,107,15,-1,0,unknown,no
59,admin.,married,secondary,no,1575,yes,no,cellular,22,1241,11,-1,0,unknown,yes
47,technician,married,secondary,no,1981,yes,no,cellular,21,919,2,-1,0,unknown,yes
38,management,married,tertiary,no,536,yes,no,cellular,22,234,1,92,1,success,yes
54,unknown,married,unknown,no,2508,no,no,unknown,20,34,8,-1,0,unknown,no
56,unemployed,divorced,primary,no,282,no,no,cellular,28,156,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,3420,yes,no,cellular,12,77,1,301,2,failure,no
27,student,single,secondary,no,2245,no,no,cellular,18,163,1,-1,0,unknown,no
37,management,married,secondary,no,565,no,no,cellular,5,329,1,6,2,success,no
58,management,single,tertiary,no,1387,yes,no,unknown,5,174,5,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,3027,no,no,cellular,5,171,2,-1,0,unknown,no
32,technician,single,tertiary,no,1527,yes,no,cellular,9,172,1,92,3,failure,no
31,admin.,married,secondary,no,799,yes,no,cellular,7,556,3,-1,0,unknown,no
37,blue-collar,single,tertiary,no,3649,yes,no,cellular,15,623,2,146,4,failure,no
42,management,married,tertiary,no,-380,yes,no,unknown,16,57,1,-1,0,unknown,no
32,technician,single,tertiary,no,4665,yes,no,unknown,21,860,2,-1,0,unknown,yes
48,management,married,secondary,no,286,no,no,cellular,12,127,1,-1,0,unknown,no
31,management,single,tertiary,no,385,yes,no,unknown,21,304,1,-1,0,unknown,no
52,management,married,secondary,no,173,no,no,unknown,23,48,5,-1,0,unknown,no
33,blue-collar,single,primary,no,165,yes,no,cellular,15,139,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,217,yes,no,cellular,18,504,1,-1,0,unknown,yes
24,blue-collar,married,secondary,no,1470,yes,no,cellular,12,212,1,-1,0,unknown,no
30,management,single,tertiary,no,6392,yes,no,cellular,5,335,1,-1,0,unknown,no
31,management,single,tertiary,no,924,no,no,cellular,27,172,1,-1,0,unknown,yes
35,technician,single,secondary,no,204,yes,no,cellular,25,236,1,-1,0,unknown,yes
30,technician,married,secondary,no,398,yes,no,cellular,17,132,2,238,2,failure,no
52,technician,divorced,secondary,no,144,yes,no,cellular,15,362,1,-1,0,unknown,no
53,self-employed,married,tertiary,no,451,yes,no,unknown,29,56,2,-1,0,unknown,no
39,management,married,tertiary,no,2320,no,yes,cellular,20,25,2,-1,0,unknown,no
34,services,single,primary,no,654,no,no,unknown,3,604,14,-1,0,unknown,no
52,management,married,secondary,no,189,no,no,cellular,22,90,2,-1,0,unknown,no
55,services,married,secondary,no,151,yes,no,unknown,15,88,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,1113,yes,no,cellular,22,135,1,108,2,other,no
37,unemployed,married,secondary,no,1978,no,no,cellular,9,404,1,182,1,success,yes
33,services,divorced,secondary,no,2411,yes,no,cellular,23,130,1,161,1,failure,yes
59,technician,married,secondary,no,-247,yes,no,unknown,26,131,1,-1,0,unknown,no
49,entrepreneur,married,secondary,yes,-178,no,yes,unknown,12,84,1,-1,0,unknown,no
38,admin.,married,secondary,no,884,yes,no,unknown,5,57,2,-1,0,unknown,no
50,blue-collar,married,primary,no,12519,yes,no,cellular,21,615,3,34,1,failure,yes
28,self-employed,single,tertiary,no,0,yes,no,unknown,26,1560,2,-1,0,unknown,yes
55,management,married,unknown,no,3122,no,no,cellular,8,349,1,-1,0,unknown,yes
41,technician,divorced,secondary,no,1545,no,yes,cellular,13,183,2,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,156,2,-1,0,unknown,no
30,technician,single,unknown,no,-48,yes,no,unknown,6,152,2,-1,0,unknown,no
36,services,married,secondary,no,297,yes,yes,cellular,15,157,5,-1,0,unknown,no
56,management,divorced,tertiary,no,-59,no,yes,cellular,28,127,6,-1,0,unknown,no
70,retired,married,primary,no,4982,no,no,cellular,4,794,2,-1,0,unknown,no
40,blue-collar,single,secondary,no,1,yes,no,unknown,8,190,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,no,no,unknown,20,332,3,-1,0,unknown,no
32,management,single,tertiary,no,506,no,no,cellular,5,63,2,-1,0,unknown,yes
39,housemaid,married,primary,no,4904,yes,no,unknown,20,101,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,782,yes,no,unknown,5,93,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,290,yes,no,unknown,5,240,2,-1,0,unknown,no
29,admin.,single,secondary,no,854,no,no,cellular,20,175,5,95,1,other,no
59,management,married,tertiary,no,0,yes,yes,cellular,20,392,1,-1,0,unknown,yes
47,management,divorced,tertiary,no,0,no,yes,cellular,20,18,6,-1,0,unknown,no
49,services,married,secondary,no,29,yes,no,cellular,17,79,1,-1,0,unknown,no
38,housemaid,married,secondary,no,0,yes,no,cellular,23,157,1,-1,0,unknown,no
58,retired,divorced,tertiary,no,1321,no,no,telephone,29,157,6,-1,0,unknown,no
28,services,single,secondary,no,340,yes,no,cellular,24,821,2,-1,0,unknown,yes
33,blue-collar,married,primary,no,256,yes,no,unknown,21,151,2,-1,0,unknown,no
37,unemployed,single,secondary,no,381,yes,no,unknown,8,985,2,-1,0,unknown,yes
33,management,single,tertiary,no,23,no,no,cellular,20,216,3,-1,0,unknown,no
61,retired,divorced,primary,no,3624,no,no,cellular,25,342,1,-1,0,unknown,yes
38,management,married,tertiary,no,1555,no,no,cellular,20,66,5,-1,0,unknown,no
28,technician,single,secondary,no,527,yes,no,cellular,29,161,2,265,1,failure,no
33,services,married,secondary,no,386,no,no,cellular,12,317,1,181,5,success,yes
60,management,married,secondary,no,0,no,no,telephone,19,1745,3,62,3,failure,no
33,admin.,divorced,secondary,no,479,yes,no,unknown,27,74,5,-1,0,unknown,no
37,housemaid,married,unknown,no,0,no,no,telephone,30,195,4,-1,0,unknown,no
36,unemployed,single,tertiary,no,1316,yes,no,unknown,30,265,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,3348,no,yes,cellular,24,504,2,-1,0,unknown,no
24,student,single,secondary,no,4126,no,no,cellular,2,83,5,191,2,success,no
36,technician,married,tertiary,no,911,yes,yes,cellular,25,117,2,21,3,failure,yes
24,student,single,secondary,no,8165,no,no,cellular,15,216,1,-1,0,unknown,yes
34,technician,single,secondary,yes,-14,no,no,cellular,14,85,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,185,1,99,5,success,yes
46,services,married,secondary,no,375,no,no,telephone,31,172,6,-1,0,unknown,no
38,blue-collar,divorced,primary,no,-258,yes,no,cellular,14,134,2,370,4,other,no
38,management,single,tertiary,no,0,no,no,unknown,18,61,7,-1,0,unknown,no
56,blue-collar,married,secondary,no,300,no,no,cellular,20,184,3,-1,0,unknown,no
39,services,married,secondary,no,636,yes,no,telephone,12,15,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,598,yes,no,unknown,13,69,11,-1,0,unknown,no
49,blue-collar,married,primary,no,391,yes,no,unknown,4,245,1,-1,0,unknown,no
37,services,married,secondary,no,4760,yes,no,cellular,20,187,2,-1,0,unknown,no
31,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,873,2,-1,0,unknown,yes
32,blue-collar,married,primary,no,885,yes,no,unknown,21,127,2,-1,0,unknown,no
55,admin.,married,tertiary,no,46,no,no,cellular,29,59,4,-1,0,unknown,no
36,services,married,secondary,no,24,yes,yes,unknown,11,100,5,-1,0,unknown,no
27,management,single,tertiary,no,587,no,no,cellular,4,101,3,-1,0,unknown,no
36,services,married,unknown,no,618,no,no,cellular,13,360,1,335,2,success,yes
36,management,married,tertiary,no,1584,yes,no,cellular,18,178,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,1311,yes,no,unknown,13,805,2,-1,0,unknown,no
39,technician,married,secondary,no,-295,yes,no,unknown,2,288,1,-1,0,unknown,no
57,services,married,secondary,no,2745,yes,no,unknown,17,167,2,-1,0,unknown,no
36,entrepreneur,married,primary,no,177,yes,no,unknown,12,63,5,-1,0,unknown,no
51,services,married,secondary,no,0,no,yes,unknown,26,565,3,-1,0,unknown,no
36,admin.,single,secondary,no,733,yes,no,cellular,20,176,1,322,2,other,no
32,management,married,tertiary,no,312,no,no,cellular,11,67,4,-1,0,unknown,no
46,technician,married,secondary,no,940,no,no,cellular,5,1227,2,-1,0,unknown,yes
43,self-employed,married,secondary,no,1239,yes,yes,telephone,23,355,3,-1,0,unknown,no
26,student,single,secondary,no,4613,no,no,cellular,28,663,3,196,2,other,yes
47,retired,married,secondary,no,-71,yes,no,cellular,11,293,5,-1,0,unknown,no
58,management,married,tertiary,no,2261,yes,no,cellular,3,1361,1,391,1,failure,no
26,management,married,tertiary,no,5,yes,no,cellular,11,251,1,304,2,other,no
55,admin.,single,secondary,no,802,yes,yes,unknown,5,100,2,-1,0,unknown,no
58,services,married,secondary,no,1301,yes,no,cellular,11,261,1,286,2,failure,no
34,technician,married,secondary,no,0,yes,no,telephone,28,1025,2,-1,0,unknown,no
29,management,single,tertiary,no,368,yes,no,unknown,23,160,1,-1,0,unknown,no
40,management,married,tertiary,no,423,yes,no,cellular,30,134,24,-1,0,unknown,no
60,technician,married,secondary,no,1740,no,no,cellular,13,296,2,-1,0,unknown,yes
59,management,single,secondary,no,671,yes,yes,unknown,15,157,5,-1,0,unknown,no
38,management,divorced,tertiary,no,219,yes,no,cellular,10,478,1,-1,0,unknown,no
37,entrepreneur,married,primary,no,62,no,no,cellular,31,404,2,-1,0,unknown,no
38,admin.,divorced,secondary,no,382,yes,no,cellular,17,397,1,-1,0,unknown,no
38,management,married,tertiary,yes,327,yes,yes,cellular,9,556,5,-1,0,unknown,yes
30,admin.,single,secondary,no,60,no,no,cellular,29,55,2,-1,0,unknown,no
58,management,married,tertiary,no,2764,no,no,cellular,17,235,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,22928,no,no,unknown,6,113,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,605,no,yes,cellular,27,157,6,-1,0,unknown,no
53,retired,married,secondary,no,1004,yes,no,unknown,29,155,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,5700,yes,no,unknown,14,97,1,-1,0,unknown,no
56,admin.,married,primary,no,2086,yes,no,cellular,5,159,8,-1,0,unknown,no
63,blue-collar,married,primary,no,115,no,no,telephone,27,325,1,180,7,failure,yes
47,blue-collar,married,primary,no,584,yes,yes,cellular,14,337,2,-1,0,unknown,no
35,services,married,secondary,no,66,yes,no,cellular,18,110,1,123,1,other,no
43,admin.,single,secondary,no,277,yes,no,cellular,12,315,2,363,1,failure,no
50,unemployed,married,secondary,no,3674,yes,no,unknown,30,886,3,-1,0,unknown,yes
59,housemaid,married,primary,no,370,yes,no,cellular,9,425,1,-1,0,unknown,no
32,technician,married,secondary,no,94,yes,no,cellular,17,1013,2,-1,0,unknown,no
37,technician,married,secondary,no,1016,yes,yes,cellular,20,195,3,8,1,failure,no
36,student,single,secondary,no,17,no,no,cellular,22,621,1,-1,0,unknown,yes
27,technician,single,secondary,no,-437,no,no,cellular,4,352,1,216,2,other,no
30,management,married,secondary,no,0,no,no,cellular,22,78,2,-1,0,unknown,no
34,management,single,tertiary,no,682,no,no,cellular,27,472,3,-1,0,unknown,no
29,technician,married,secondary,no,132,yes,yes,cellular,30,88,1,-1,0,unknown,no
40,unemployed,married,primary,no,400,no,no,unknown,9,317,1,-1,0,unknown,no
46,technician,married,secondary,no,167,no,no,cellular,19,155,3,-1,0,unknown,no
33,self-employed,married,tertiary,no,263,no,no,cellular,16,79,4,94,3,failure,no
37,management,single,tertiary,no,8828,no,no,unknown,12,1010,3,-1,0,unknown,yes
52,blue-collar,married,secondary,no,-98,yes,no,unknown,7,423,1,-1,0,unknown,no
32,management,married,tertiary,no,4307,yes,no,unknown,28,91,3,-1,0,unknown,no
53,technician,single,tertiary,no,-167,yes,yes,cellular,2,289,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,911,yes,no,cellular,20,434,2,181,5,other,no
43,management,married,tertiary,no,-334,yes,no,cellular,7,291,1,-1,0,unknown,no
27,management,single,tertiary,no,616,yes,no,cellular,22,685,1,101,1,other,yes
34,management,single,tertiary,no,48,yes,no,cellular,12,810,3,93,6,failure,yes
23,services,single,secondary,no,91,yes,no,unknown,16,374,2,-1,0,unknown,no
41,blue-collar,divorced,primary,no,1887,no,no,unknown,12,168,2,-1,0,unknown,no
32,technician,single,tertiary,no,34646,no,no,telephone,13,618,9,-1,0,unknown,yes
44,management,married,unknown,no,21,no,no,cellular,24,323,2,-1,0,unknown,no
46,blue-collar,married,primary,no,804,yes,no,cellular,12,1063,2,361,1,success,yes
24,student,single,primary,no,474,no,no,cellular,30,551,1,-1,0,unknown,yes
31,blue-collar,single,secondary,no,1291,yes,no,cellular,18,72,1,-1,0,unknown,no
58,management,married,tertiary,no,0,no,no,cellular,30,120,2,-1,0,unknown,no
58,self-employed,married,tertiary,no,2596,no,no,telephone,18,15,2,-1,0,unknown,no
36,technician,married,secondary,no,1975,no,no,cellular,18,835,1,-1,0,unknown,no
37,admin.,single,secondary,no,-17,yes,no,cellular,11,400,2,340,2,failure,no
28,management,single,tertiary,no,1027,yes,no,cellular,14,433,1,-1,0,unknown,no
43,blue-collar,married,primary,no,8,no,no,telephone,7,245,5,-1,0,unknown,no
62,retired,married,primary,no,1742,no,no,cellular,14,167,2,98,6,other,yes
37,management,single,tertiary,no,156,no,no,cellular,5,7,10,-1,0,unknown,no
71,retired,married,tertiary,no,2651,no,no,cellular,24,73,3,200,2,failure,no
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,651,1,-1,0,unknown,yes
33,admin.,single,secondary,no,322,yes,no,unknown,28,266,4,-1,0,unknown,no
29,technician,married,tertiary,no,138,yes,yes,cellular,14,113,3,-1,0,unknown,no
19,student,single,secondary,no,1803,no,no,cellular,23,124,1,105,1,failure,no
25,admin.,single,tertiary,no,1185,no,no,cellular,15,135,1,-1,0,unknown,no
35,blue-collar,married,primary,no,63,no,yes,cellular,7,243,2,-1,0,unknown,no
41,admin.,single,tertiary,no,873,yes,no,cellular,9,16,9,-1,0,unknown,no
28,technician,single,secondary,no,-97,no,no,cellular,28,96,4,-1,0,unknown,no
52,entrepreneur,married,tertiary,no,0,no,no,unknown,19,163,3,-1,0,unknown,no
31,management,single,tertiary,no,30,no,no,cellular,12,348,2,-1,0,unknown,no
45,management,married,tertiary,no,1293,no,no,telephone,16,188,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,233,yes,no,cellular,13,66,1,176,1,failure,no
42,self-employed,single,tertiary,no,1225,no,no,cellular,18,104,3,-1,0,unknown,no
47,technician,married,secondary,no,321,yes,yes,unknown,4,111,1,-1,0,unknown,no
37,admin.,single,secondary,no,0,no,no,unknown,28,17,13,-1,0,unknown,no
37,blue-collar,married,primary,no,310,yes,no,unknown,7,474,1,-1,0,unknown,no
41,unemployed,married,tertiary,no,0,no,no,cellular,30,81,1,-1,0,unknown,no
38,management,single,tertiary,no,455,yes,no,cellular,19,255,2,555,6,success,yes
31,management,single,tertiary,no,47,no,no,cellular,22,361,4,-1,0,unknown,no
22,technician,single,secondary,no,333,no,yes,telephone,12,129,1,-1,0,unknown,no
32,management,single,tertiary,no,751,yes,no,unknown,8,64,1,-1,0,unknown,no
57,management,married,tertiary,no,2142,yes,no,unknown,6,251,3,-1,0,unknown,no
32,technician,single,tertiary,no,1190,yes,no,cellular,8,131,4,-1,0,unknown,no
54,technician,married,tertiary,no,6507,no,no,cellular,26,145,1,-1,0,unknown,no
34,admin.,married,secondary,no,869,no,no,unknown,6,1677,1,-1,0,unknown,yes
33,technician,married,secondary,no,956,yes,yes,cellular,20,120,2,-1,0,unknown,no
55,management,married,tertiary,no,4982,yes,no,telephone,18,51,1,-1,0,unknown,no
42,management,married,tertiary,no,0,no,no,cellular,6,81,3,-1,0,unknown,no
34,technician,single,secondary,no,347,yes,no,cellular,6,154,2,197,6,failure,no
30,admin.,married,secondary,no,32,yes,yes,cellular,22,163,1,-1,0,unknown,no
36,technician,married,primary,no,1653,yes,yes,unknown,27,336,10,-1,0,unknown,no
51,admin.,married,secondary,no,113,yes,no,cellular,17,84,1,-1,0,unknown,no
27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,265,5,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,11,309,2,-1,0,unknown,no
33,services,married,secondary,no,478,no,no,cellular,30,475,2,-1,0,unknown,yes
39,admin.,single,secondary,no,782,yes,no,cellular,5,542,4,47,11,other,no
34,admin.,single,secondary,no,181,yes,no,cellular,21,296,1,-1,0,unknown,no
44,management,married,tertiary,no,2876,no,no,unknown,9,125,1,-1,0,unknown,no
23,student,single,secondary,no,480,no,no,cellular,11,162,1,-1,0,unknown,no
30,management,single,secondary,no,4642,yes,no,cellular,21,528,1,-1,0,unknown,yes
25,student,single,secondary,no,1747,yes,no,cellular,24,903,1,-1,0,unknown,yes
59,retired,married,secondary,no,1723,no,no,unknown,19,70,1,-1,0,unknown,no
31,services,single,primary,yes,-357,yes,yes,cellular,11,215,2,-1,0,unknown,no
35,admin.,single,secondary,no,1070,no,no,cellular,20,251,2,-1,0,unknown,no
56,housemaid,single,tertiary,no,1947,no,no,unknown,30,110,1,-1,0,unknown,yes
42,housemaid,single,primary,no,1179,yes,no,cellular,14,136,1,337,4,failure,no
41,management,married,tertiary,no,8553,yes,no,cellular,12,304,12,-1,0,unknown,no
44,technician,single,tertiary,no,2033,no,no,cellular,27,158,1,-1,0,unknown,no
53,housemaid,married,primary,no,1903,no,no,unknown,5,827,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,-69,yes,no,cellular,13,118,2,-1,0,unknown,no
30,admin.,single,secondary,no,1223,yes,no,cellular,30,112,5,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,no,unknown,5,307,1,-1,0,unknown,no
25,technician,single,secondary,no,945,yes,no,cellular,24,561,4,-1,0,unknown,no
24,admin.,single,secondary,no,1295,no,no,cellular,22,355,2,92,1,success,yes
55,management,married,tertiary,no,10957,no,no,unknown,11,514,4,-1,0,unknown,no
54,blue-collar,married,secondary,no,1765,yes,no,unknown,14,188,1,-1,0,unknown,no
23,technician,single,secondary,no,356,yes,no,cellular,18,224,2,356,2,failure,no
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,188,1,186,1,success,yes
36,blue-collar,single,secondary,no,478,yes,no,cellular,13,610,1,-1,0,unknown,yes
46,technician,single,secondary,no,0,no,no,cellular,19,42,1,-1,0,unknown,no
32,services,single,secondary,no,80,yes,no,telephone,19,475,2,-1,0,unknown,no
70,management,married,tertiary,no,10171,no,no,cellular,18,65,2,-1,0,unknown,no
34,blue-collar,single,primary,no,4260,yes,no,cellular,15,375,1,-1,0,unknown,no
31,technician,married,secondary,no,1032,yes,no,unknown,26,70,6,-1,0,unknown,no
30,management,single,tertiary,no,635,yes,no,unknown,4,29,2,-1,0,unknown,no
58,technician,married,primary,yes,-247,no,no,unknown,6,179,1,-1,0,unknown,no
50,management,married,tertiary,no,3327,no,no,cellular,25,74,7,-1,0,unknown,no
36,management,married,tertiary,no,495,no,no,cellular,5,157,3,97,2,success,yes
43,blue-collar,married,primary,no,0,yes,no,unknown,3,215,3,-1,0,unknown,no
32,management,single,tertiary,no,718,yes,no,cellular,29,155,1,197,1,success,yes
61,admin.,married,tertiary,no,1332,no,no,cellular,12,156,1,-1,0,unknown,yes
60,management,divorced,secondary,no,151,no,no,cellular,6,160,4,-1,0,unknown,no
50,management,married,tertiary,no,5108,yes,no,cellular,19,140,2,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,unknown,17,117,3,-1,0,unknown,no
31,unemployed,single,tertiary,no,1611,yes,no,unknown,23,154,2,-1,0,unknown,no
40,technician,married,secondary,no,42,no,no,cellular,13,1842,2,-1,0,unknown,yes
48,management,divorced,secondary,no,769,no,yes,cellular,28,58,2,184,15,other,no
39,services,married,tertiary,no,1493,no,no,cellular,9,912,3,-1,0,unknown,yes
29,entrepreneur,married,secondary,no,926,yes,no,cellular,15,169,2,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,-349,no,yes,cellular,15,31,19,-1,0,unknown,no
35,technician,married,secondary,no,1577,yes,yes,cellular,17,53,1,-1,0,unknown,no
42,blue-collar,married,unknown,no,524,no,no,unknown,17,220,1,-1,0,unknown,no
59,unemployed,divorced,secondary,no,2026,no,no,cellular,2,395,1,-1,0,unknown,no
36,services,divorced,secondary,no,127,no,no,cellular,18,172,3,-1,0,unknown,no
33,management,married,tertiary,no,340,no,no,cellular,7,402,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,411,no,no,cellular,25,115,1,-1,0,unknown,no
26,technician,single,tertiary,no,152,no,no,cellular,30,151,2,2,1,other,no
